Date,Type du train,Axe,Départ,Arrivée,Nombre de trains programmés,Nombre de trains annulés,Nombre de trains ayant circulé,Nombre de trains en retard à l'arrivée,Régularité (avec erreurs),Régularité,Commentaires,Comparaison moyenne
2012-03,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,246,0,246,17,"93,1%","93,1%",,mieux
2012-03,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,217,0,217,27,"87,6%","87,6%",,moins bien
2012-03,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,473,0,473,70,"85,2%","85,2%",,moins bien
2012-03,TGV,Nord,LILLE,LYON PART DIEU,308,3,305,27,"90,3%","90,3%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Nord,LILLE,PARIS NORD,628,6,622,67,"88,4%","88,4%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Nord,LILLE,MARSEILLE ST CHARLES,159,1,158,28,"81,8%","81,8%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,moins bien
2012-03,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,640,0,640,35,"94,5%","94,5%",,mieux
2012-03,TGV,Atlantique,LYON PART DIEU,RENNES,31,0,31,3,"90,3%","90,3%",,mieux
2012-03,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,360,1,359,57,"83,9%","83,9%",,moins bien
2012-03,TGV,Nord,LYON PART DIEU,LILLE,270,1,269,55,"79,3%","79,3%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,moins bien
2012-03,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,620,1,619,128,"79,2%","79,2%","60% des trains assurant cette desserte sont des trains à parcours longs (venant de Metz, Lille, Nantes ou Strasbourg). Ces trains sont fragilisés par la longueur de leur parcours et arrivent au début de cette desserte avec du retard (20.68%).",moins bien
2012-03,TGV,Sud-Est,MACON LOCHE,PARIS LYON,184,0,184,11,"94,0%","94,0%",,mieux
2012-03,TGV,Sud-Est,MARSEILLE ST CHARLES,PARIS LYON,486,0,486,22,"95,5%","95,5%",,mieux
2012-03,TGV,Sud-Est,MARSEILLE ST CHARLES,LYON PART DIEU,596,0,596,89,"85,1%","85,1%",,moins bien
2012-03,TGV,Nord,MARSEILLE ST CHARLES,LILLE,125,0,125,34,"72,8%","72,8%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,moins bien
2012-03,TGV,Est,METZ,PARIS EST,297,0,297,14,"95,3%","95,3%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Sud-Est,MONTPELLIER,PARIS LYON,361,0,361,24,"93,4%","93,4%",,mieux
2012-03,TGV,Sud-Est,MONTPELLIER,LYON PART DIEU,366,0,366,38,"89,6%","89,6%",,mieux
2012-03,TGV,Sud-Est,MULHOUSE VILLE,PARIS LYON,310,1,309,31,"89,7%","89,7%",,mieux
2012-03,TGV,Est,NANCY,PARIS EST,298,1,297,13,"95,3%","95,3%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Atlantique,NANTES,PARIS MONTPARNASSE,590,0,590,34,"94,2%","94,2%",,mieux
2012-03,TGV,Est,NANTES,STRASBOURG,62,0,62,7,"88,7%","88,7%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Sud-Est,NICE VILLE,PARIS LYON,160,0,160,28,"82,5%","82,5%",,moins bien
2012-03,TGV,Sud-Est,NIMES,PARIS LYON,362,0,362,36,"90,1%","90,1%",,mieux
2012-03,TGV,Est,PARIS EST,NANCY,294,0,294,15,"94,9%","94,9%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Est,PARIS EST,METZ,310,0,310,16,"94,8%","94,8%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Est,PARIS EST,STRASBOURG,480,1,479,32,"93,1%","93,1%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Est,PARIS EST,REIMS,251,1,250,21,"91,2%","91,2%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Sud-Est,PARIS LYON,MACON LOCHE,192,0,192,5,"97,4%","97,4%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,LYON PART DIEU,638,0,638,19,"97,0%","97,0%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,AVIGNON TGV,391,0,391,15,"96,2%","96,2%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,MARSEILLE ST CHARLES,519,0,519,22,"95,8%","95,8%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,ANNECY,208,0,208,9,"95,7%","95,7%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,DIJON VILLE,465,0,465,23,"95,1%","95,1%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,AIX EN PROVENCE TGV,406,0,406,27,"93,3%","93,3%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,MONTPELLIER,351,0,351,24,"93,2%","93,2%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,GRENOBLE,260,0,260,19,"92,7%","92,7%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,MULHOUSE VILLE,309,0,309,23,"92,6%","92,6%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,112,0,112,9,"92,0%","92,0%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,BESANCON FRANCHE COMTE TGV,241,0,241,21,"91,3%","91,3%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,VALENCE ALIXAN TGV,267,0,267,24,"91,0%","91,0%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,PERPIGNAN,150,0,150,14,"90,7%","90,7%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,NIMES,348,0,348,33,"90,5%","90,5%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,BELLEGARDE (AIN),284,0,284,28,"90,1%","90,1%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,TOULON,217,0,217,23,"89,4%","89,4%",,mieux
2012-03,TGV,Sud-Est,PARIS LYON,CHAMBERY CHALLES LES EAUX,260,0,260,35,"86,5%","86,5%",,moins bien
2012-03,TGV,Sud-Est,PARIS LYON,NICE VILLE,160,0,160,23,"85,6%","85,6%","Plusieurs zones de limitations de vitesse liées à des travaux de maintenance ou d'amélioration du réseau, pénalisent la régularité des trains sur la ligne Marseille-Nice.",moins bien
2012-03,TGV,Sud-Est,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,207,0,207,34,"83,6%","83,6%",,moins bien
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,ST MALO,58,0,58,1,"98,3%","98,3%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,BREST,183,0,183,4,"97,8%","97,8%","Des ralentissements pour travaux en Région Pays-de-la-Loire retardent les TGV sur leur parcours entre Nantes et Le Mans (tunnel de chantenay, entrée de gare de Nantes, réfection des quai à Champtocé et Savennières, travaux à Montoir).",mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,ANGERS SAINT LAUD,446,0,446,20,"95,5%","95,5%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,POITIERS,466,0,466,21,"95,5%","95,5%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,QUIMPER,147,0,147,7,"95,2%","95,2%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,LAVAL,250,0,250,13,"94,8%","94,8%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,VANNES,170,0,170,9,"94,7%","94,7%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,RENNES,571,0,571,31,"94,6%","94,6%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,NANTES,592,0,592,35,"94,1%","94,1%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,ANGOULEME,333,0,333,21,"93,7%","93,7%",Ralentissements pour travaux de renouvellement des voies au nord de Bordeaux avec retard des TGV en provenance de Bordeaux et qui desservent St-Pierre-des-Corps.,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,LA ROCHELLE VILLE,218,0,218,15,"93,1%","93,1%",Des ralentissements pour travaux de renouvellement des voies au nord de Bordeaux retardent les TGV en provenance de Bordeaux et qui desservent Poitiers.,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,BORDEAUX ST JEAN,636,0,636,47,"92,6%","92,6%",Des ralentissements pour travaux de renouvellement des voies au nord de Bordeaux retardent les TGV en provenance de Bordeaux et qui desservent Angoulême.,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,ST PIERRE DES CORPS,474,0,474,36,"92,4%","92,4%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,LE MANS,457,0,457,39,"91,5%","91,5%","Une liaison très proche de l'objectif de 90% de régularité. Le projet d'amélioration de la liaison Tours-Paris initié dès janvier 2011 porte ses fruits sur les TGV Paris-Tours. Ainsi, leur régularité progresse de 5 points par rapport à février et de 3 points par rapport à janvier.",mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,TOURS,221,0,221,25,"88,7%","88,7%",,mieux
2012-03,TGV,Atlantique,PARIS MONTPARNASSE,TOULOUSE MATABIAU,135,0,135,25,"81,5%","81,5%",,moins bien
2012-03,TGV,Nord,PARIS NORD,DUNKERQUE,164,1,163,7,"95,1%","95,1%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Nord,PARIS NORD,LILLE,641,6,635,49,"91,4%","91,4%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Nord,PARIS NORD,ARRAS,380,1,379,32,"91,3%","91,3%",Circulation des trains dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Nord,PARIS NORD,DOUAI,212,0,212,21,"90,1%","90,1%",Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.,mieux
2012-03,TGV,Sud-Est,PERPIGNAN,PARIS LYON,146,0,146,11,"92,5%","92,5%",,mieux
2012-03,TGV,Atlantique,POITIERS,PARIS MONTPARNASSE,512,1,511,72,"85,7%","85,7%",,moins bien
2012-03,TGV,Atlantique,QUIMPER,PARIS MONTPARNASSE,149,0,149,3,"98,0%","98,0%",,mieux
2012-03,TGV,Est,REIMS,PARIS EST,238,0,238,16,"93,3%","93,3%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Atlantique,RENNES,LYON PART DIEU,83,0,83,2,"97,6%","97,6%",,mieux
2012-03,TGV,Atlantique,RENNES,PARIS MONTPARNASSE,582,0,582,29,"95,0%","95,0%",,mieux
2012-03,TGV,Sud-Est,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,109,0,109,16,"85,3%","85,3%",,moins bien
2012-03,TGV,Atlantique,ST MALO,PARIS MONTPARNASSE,102,0,102,2,"98,0%","98,0%",,mieux
2012-03,TGV,Atlantique,ST PIERRE DES CORPS,PARIS MONTPARNASSE,472,0,472,90,"80,9%","80,9%",,moins bien
2012-03,TGV,Est,STRASBOURG,PARIS EST,478,0,478,37,"92,3%","92,3%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Est,STRASBOURG,NANTES,61,0,61,7,"88,5%","88,5%",Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.,mieux
2012-03,TGV,Sud-Est,TOULON,PARIS LYON,243,0,243,33,"86,4%","86,4%",,moins bien
2012-03,TGV,Atlantique,TOULOUSE MATABIAU,PARIS MONTPARNASSE,105,0,105,16,"84,8%","84,8%",,moins bien
2012-03,TGV,Atlantique,TOURS,PARIS MONTPARNASSE,227,0,227,32,"85,9%","85,9%",,moins bien
2012-03,TGV,Sud-Est,VALENCE ALIXAN TGV,PARIS LYON,242,0,242,29,"88,0%","88,0%",,moins bien
2012-03,TGV,Atlantique,VANNES,PARIS MONTPARNASSE,176,0,176,4,"97,7%","97,7%",,mieux
2012-04,TGV,Sud-Est,AIX EN PROVENCE TGV,PARIS LYON,437,0,437,71,"83,8%","83,8%",,moins bien
2012-04,TGV,Atlantique,ANGERS SAINT LAUD,PARIS MONTPARNASSE,467,0,467,28,"94,0%","94,0%",,mieux
2012-04,TGV,Atlantique,ANGOULEME,PARIS MONTPARNASSE,348,0,348,53,"84,8%","84,8%",Ralentissements pour travaux de raccordement à la ligne grande vitesse Sud-Europe-Atlantique en construction entre Poitiers et St-Pierre-des-Corps.,moins bien
2012-04,TGV,Sud-Est,ANNECY,PARIS LYON,195,0,195,15,"92,3%","92,3%",,mieux
2012-04,TGV,Nord,ARRAS,PARIS NORD,334,0,334,72,"78,4%","78,4%",Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,moins bien
2012-04,TGV,Sud-Est,AVIGNON TGV,PARIS LYON,366,0,366,65,"82,2%","82,2%",,moins bien
2012-04,TGV,Sud-Est,BELLEGARDE (AIN),PARIS LYON,268,0,268,13,"95,1%","95,1%",,mieux
2012-04,TGV,Sud-Est,BESANCON FRANCHE COMTE TGV,PARIS LYON,207,0,207,24,"88,4%","88,4%",,mieux
2012-04,TGV,Atlantique,BORDEAUX ST JEAN,PARIS MONTPARNASSE,626,0,626,50,"92,0%","92,0%",,mieux
2012-04,TGV,Atlantique,BREST,PARIS MONTPARNASSE,177,0,177,5,"97,2%","97,2%",,mieux
2012-04,TGV,Sud-Est,CHAMBERY CHALLES LES EAUX,PARIS LYON,222,0,222,16,"92,8%","92,8%",,mieux
2012-04,TGV,Sud-Est,DIJON VILLE,PARIS LYON,440,0,440,56,"87,3%","87,3%",,moins bien
2012-04,TGV,Nord,DOUAI,PARIS NORD,201,0,201,52,"74,1%","74,1%",Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,moins bien
2012-04,TGV,Nord,DUNKERQUE,PARIS NORD,110,0,110,4,"96,4%","96,4%",Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,mieux
2012-04,TGV,Sud-Est,GRENOBLE,PARIS LYON,234,0,234,17,"92,7%","92,7%",,mieux
2012-04,TGV,Atlantique,LA ROCHELLE VILLE,PARIS MONTPARNASSE,213,0,213,23,"89,2%","89,2%",Avec un résultat de 89.2%. cette relation est un peu en retrait essentiellement en raison des ralentissements pour travaux de raccordement à la ligne grande vitesse Sud-Europe-Atlantique en construction entre Poitiers et St-Pierre,mieux
2012-04,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,235,0,235,17,"92,8%","92,8%",,mieux
2012-04,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,211,0,211,29,"86,3%","86,3%",,moins bien
2012-04,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,474,0,474,55,"88,4%","88,4%","Dérangement d'installation à Angers, accident de personne sur les voies sur la Ligne à Grande Vitesse au niveau de St-Léger affectant 17 TGV.",mieux
2012-04,TGV,Nord,LILLE,PARIS NORD,594,3,591,40,"92,8%","92,8%",Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,mieux
2012-04,TGV,Nord,LILLE,LYON PART DIEU,300,0,300,30,"90,0%","90,0%",Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,mieux
2012-04,TGV,Nord,LILLE,MARSEILLE ST CHARLES,153,0,153,27,"82,4%","82,4%",Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,moins bien
2012-04,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,609,2,607,22,"96,1%","96,1%",,mieux
2012-04,TGV,Atlantique,LYON PART DIEU,RENNES,29,0,29,2,"93,1%","93,1%",,mieux
2012-04,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,363,0,363,74,"79,6%","79,6%","Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et une limitation de vitesse pour la réalisation de travaux au sud de Lyon.",moins bien
2012-04,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,600,0,600,130,"78,3%","78,3%","Fragilité de la liaison liée à la longueur du parcours des trains assurant cette desserte et une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et une limitation de vitesse pour la réalisation de travaux au sud de Lyon",moins bien
2012-04,TGV,Nord,LYON PART DIEU,LILLE,271,0,271,63,"76,8%","76,8%",Travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,moins bien
2012-04,TGV,Sud-Est,MACON LOCHE,PARIS LYON,174,0,174,11,"93,7%","93,7%",,mieux
2012-04,TGV,Sud-Est,MARSEILLE ST CHARLES,PARIS LYON,499,1,498,44,"91,0%","91,0%",,mieux
2012-04,TGV,Sud-Est,MARSEILLE ST CHARLES,LYON PART DIEU,576,0,576,106,"81,6%","81,6%",,moins bien
2012-04,TGV,Nord,MARSEILLE ST CHARLES,LILLE,129,0,129,33,"74,4%","74,4%",Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,moins bien
2012-04,TGV,Est,METZ,PARIS EST,292,0,292,16,"94,5%","94,5%",Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.,mieux
2012-04,TGV,Sud-Est,MONTPELLIER,PARIS LYON,384,1,383,24,"93,5%","93,5%",,mieux
2012-04,TGV,Sud-Est,MONTPELLIER,LYON PART DIEU,358,0,358,63,"82,4%","82,4%",,moins bien
2012-04,TGV,Sud-Est,MULHOUSE VILLE,PARIS LYON,297,0,297,35,"88,2%","88,2%",,mieux
2012-04,TGV,Est,NANCY,PARIS EST,289,0,289,13,"95,5%","95,5%",Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.,mieux
2012-04,TGV,Est,NANTES,STRASBOURG,60,0,60,1,"98,3%","98,3%",Un mois au dessus de l'objectif et en amélioration avec l'arrêt d'une partie des travaux.,mieux
2012-04,TGV,Atlantique,NANTES,PARIS MONTPARNASSE,568,0,568,20,"96,5%","96,5%",,mieux
2012-04,TGV,Sud-Est,NICE VILLE,PARIS LYON,194,0,194,41,"78,9%","78,9%","Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et deux incidents d'exploitation importants dans le noeud Marseillais.",moins bien
2012-04,TGV,Sud-Est,NIMES,PARIS LYON,382,1,381,38,"89,8%","89,8%",,mieux
2012-04,TGV,Est,PARIS EST,METZ,306,0,306,7,"97,7%","97,7%",Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.,mieux
2012-04,TGV,Est,PARIS EST,NANCY,286,0,286,8,"97,2%","97,2%",Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.,mieux
2012-04,TGV,Est,PARIS EST,REIMS,241,0,241,9,"96,3%","96,3%",Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.,mieux
2012-04,TGV,Est,PARIS EST,STRASBOURG,464,0,464,33,"92,9%","92,9%",Un mois au dessus de l'objectif et en amélioration avec l'arrêt d'une partie des travaux.,mieux
2012-04,TGV,Sud-Est,PARIS LYON,ANNECY,199,0,199,9,"95,5%","95,5%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,LYON PART DIEU,615,3,612,25,"95,4%","95,4%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,PERPIGNAN,156,0,156,10,"93,6%","93,6%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,BELLEGARDE (AIN),268,0,268,18,"93,3%","93,3%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,MACON LOCHE,182,0,182,13,"92,9%","92,9%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,DIJON VILLE,442,0,442,33,"92,5%","92,5%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,MONTPELLIER,363,0,363,29,"92,0%","92,0%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,GRENOBLE,234,0,234,19,"91,9%","91,9%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,AVIGNON TGV,370,0,370,32,"91,4%","91,4%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,MARSEILLE ST CHARLES,503,0,503,45,"91,1%","91,1%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,114,0,114,11,"90,4%","90,4%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,BESANCON FRANCHE COMTE TGV,229,0,229,23,"90,0%","90,0%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,MULHOUSE VILLE,300,0,300,32,"89,3%","89,3%",,mieux
2012-04,TGV,Sud-Est,PARIS LYON,VALENCE ALIXAN TGV,256,0,256,31,"87,9%","87,9%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,CHAMBERY CHALLES LES EAUX,229,0,229,28,"87,8%","87,8%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,AIX EN PROVENCE TGV,420,0,420,53,"87,4%","87,4%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,NIMES,364,0,364,46,"87,4%","87,4%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,200,1,199,26,"86,5%","86,5%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,TOULON,211,0,211,37,"82,5%","82,5%",,moins bien
2012-04,TGV,Sud-Est,PARIS LYON,NICE VILLE,197,0,197,37,"81,2%","81,2%","Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et deux incidents d'exploitation importants dans le noeud Marseillais.",moins bien
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,ST MALO,54,0,54,0,"100,0%","100,0%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,BREST,183,0,183,3,"98,4%","98,4%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,RENNES,546,0,546,17,"96,9%","96,9%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,LAVAL,236,0,236,9,"96,2%","96,2%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,QUIMPER,157,0,157,7,"95,5%","95,5%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,NANTES,553,0,553,25,"95,5%","95,5%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,ANGERS SAINT LAUD,428,0,428,20,"95,3%","95,3%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,VANNES,178,0,178,9,"94,9%","94,9%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,LA ROCHELLE VILLE,210,0,210,13,"93,8%","93,8%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,POITIERS,448,0,448,28,"93,8%","93,8%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,LE MANS,438,0,438,29,"93,4%","93,4%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,BORDEAUX ST JEAN,604,0,604,46,"92,4%","92,4%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,ANGOULEME,318,0,318,28,"91,2%","91,2%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,ST PIERRE DES CORPS,452,0,452,40,"91,2%","91,2%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,TOULOUSE MATABIAU,141,0,141,13,"90,8%","90,8%",,mieux
2012-04,TGV,Atlantique,PARIS MONTPARNASSE,TOURS,199,0,199,26,"86,9%","86,9%","Heurt d'un chevreuil par le TGV8302 avant Vendôme, problème d'une porte sur une voiture du TGV8383 à St-Pierre-des-Corps, anomalie sur un dispositif de sécurité sur un TGV au départ de Paris-Montparnasse.",moins bien
2012-04,TGV,Nord,PARIS NORD,DUNKERQUE,153,1,152,8,"94,1%","94,1%",Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.,mieux
