Date,Type du train,Axe,Départ,Arrivée,Nombre de trains programmés,Nombre de trains annulés,Nombre de trains ayant circulé,Nombre de trains en retard à l'arrivée,Régularité (avec erreurs),Régularité,Commentaires,Comparaison moyenne
2011-09,TGV,Sud-Est,AIX EN PROVENCE TGV,PARIS LYON,411,1,410,47,"88,3%","88,3%",,mieux
2011-09,TGV,Atlantique,ANGERS SAINT LAUD,PARIS MONTPARNASSE,475,0,475,16,"96,6%","96,6%",,mieux
2011-09,TGV,Atlantique,ANGOULEME,PARIS MONTPARNASSE,358,0,358,23,"93,6%","93,6%",,mieux
2011-09,TGV,Sud-Est,ANNECY,PARIS LYON,196,0,196,19,"90,3%","90,3%",,mieux
2011-09,TGV,Nord,ARRAS,PARIS NORD,327,0,327,42,"87,2%","87,2%",,moins bien
2011-09,TGV,Sud-Est,AVIGNON TGV,PARIS LYON,381,1,380,36,"90,3%","90,3%",,mieux
2011-09,TGV,Sud-Est,BELLEGARDE (AIN),PARIS LYON,257,0,257,13,"94,9%","94,9%",,mieux
2011-09,TGV,Sud-Est,BESANCON FRANCHE COMTE TGV,PARIS LYON,146,0,146,9,"93,8%","93,8%",,mieux
2011-09,TGV,Atlantique,BORDEAUX ST JEAN,PARIS MONTPARNASSE,639,0,639,34,"94,7%","94,7%",,mieux
2011-09,TGV,Atlantique,BREST,PARIS MONTPARNASSE,195,0,195,5,"97,4%","97,4%",,mieux
2011-09,TGV,Sud-Est,CHAMBERY CHALLES LES EAUX,PARIS LYON,167,0,167,20,"88,0%","88,0%",,moins bien
2011-09,TGV,Sud-Est,DIJON VILLE,PARIS LYON,417,0,417,28,"93,3%","93,3%",,mieux
2011-09,TGV,Nord,DOUAI,PARIS NORD,132,0,132,11,"91,7%","91,7%",,mieux
2011-09,TGV,Nord,DUNKERQUE,PARIS NORD,200,0,200,14,"93,0%","93,0%",,mieux
2011-09,TGV,Sud-Est,GRENOBLE,PARIS LYON,240,1,239,23,"90,0%","90,0%",,mieux
2011-09,TGV,Atlantique,LA ROCHELLE VILLE,PARIS MONTPARNASSE,163,0,163,6,"96,3%","96,3%",,mieux
2011-09,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,228,0,228,6,"97,4%","97,4%",,mieux
2011-09,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,216,0,216,27,"87,5%","87,5%",,moins bien
2011-09,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,461,0,461,26,"94,4%","94,4%",,mieux
2011-09,TGV,Nord,LILLE,PARIS NORD,628,0,628,49,"92,2%","92,2%",,mieux
2011-09,TGV,Nord,LILLE,LYON PART DIEU,339,0,339,29,"91,4%","91,4%",,mieux
2011-09,TGV,Nord,LILLE,MARSEILLE ST CHARLES,159,0,159,31,"80,5%","80,5%",,moins bien
2011-09,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,609,0,609,37,"93,9%","93,9%",,mieux
2011-09,TGV,Nord,LYON PART DIEU,LILLE,311,0,311,53,"83,0%","83,0%",,moins bien
2011-09,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,543,0,543,97,"82,1%","82,1%",,moins bien
2011-09,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,359,0,359,72,"79,9%","79,9%",,moins bien
2011-09,TGV,Atlantique,LYON PART DIEU,RENNES,52,0,52,21,"59,6%","59,6%",,moins bien
2011-09,TGV,Sud-Est,MACON LOCHE,PARIS LYON,180,0,180,16,"91,1%","91,1%",,mieux
2011-09,TGV,Sud-Est,MARSEILLE ST CHARLES,PARIS LYON,475,0,475,34,"92,8%","92,8%",,mieux
2011-09,TGV,Sud-Est,MARSEILLE ST CHARLES,LYON PART DIEU,540,0,540,77,"85,7%","85,7%",,moins bien
2011-09,TGV,Nord,MARSEILLE ST CHARLES,LILLE,199,0,199,41,"79,4%","79,4%",,moins bien
2011-09,TGV,Est,METZ,PARIS EST,289,1,288,15,"94,5%","94,5%",,mieux
2011-09,TGV,Sud-Est,MONTPELLIER,PARIS LYON,383,0,383,33,"91,4%","91,4%",,mieux
2011-09,TGV,Sud-Est,MONTPELLIER,LYON PART DIEU,353,0,353,61,"82,7%","82,7%",,moins bien
2011-09,TGV,Est,MULHOUSE VILLE,PARIS LYON,203,0,203,31,"84,7%","84,7%",,moins bien
2011-09,TGV,Est,NANCY,PARIS EST,289,1,288,9,"96,5%","96,5%",,mieux
2011-09,TGV,Atlantique,NANTES,PARIS MONTPARNASSE,600,0,600,22,"96,3%","96,3%",,mieux
2011-09,TGV,Est,NANTES,STRASBOURG,52,0,52,5,"90,4%","90,4%",,mieux
2011-09,TGV,Sud-Est,NICE VILLE,PARIS LYON,183,0,183,21,"88,5%","88,5%",,mieux
2011-09,TGV,Sud-Est,NIMES,PARIS LYON,383,0,383,50,"86,9%","86,9%",,moins bien
2011-09,TGV,Est,PARIS EST,NANCY,288,0,288,11,"96,2%","96,2%",,mieux
2011-09,TGV,Est,PARIS EST,METZ,304,0,304,12,"96,1%","96,1%",,mieux
2011-09,TGV,Est,PARIS EST,REIMS,245,0,245,16,"93,5%","93,5%",,mieux
2011-09,TGV,Est,PARIS EST,STRASBOURG,489,0,489,36,"92,6%","92,6%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,DIJON VILLE,411,0,411,25,"93,9%","93,9%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,ANNECY,202,0,202,16,"92,1%","92,1%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,LYON PART DIEU,637,0,637,55,"91,4%","91,4%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,BESANCON FRANCHE COMTE TGV,178,0,178,16,"91,0%","91,0%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,MARSEILLE ST CHARLES,505,0,505,46,"90,9%","90,9%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,MACON LOCHE,181,0,181,17,"90,6%","90,6%",,mieux
2011-09,TGV,Est,PARIS LYON,MULHOUSE VILLE,217,0,217,23,"89,4%","89,4%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,BELLEGARDE (AIN),260,0,260,29,"88,8%","88,8%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,TOULON,222,0,222,25,"88,7%","88,7%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,AIX EN PROVENCE TGV,414,0,414,48,"88,4%","88,4%",,mieux
2011-09,TGV,Sud-Est,PARIS LYON,MONTPELLIER,369,0,369,49,"86,7%","86,7%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,AVIGNON TGV,384,0,384,51,"86,7%","86,7%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,202,0,202,27,"86,6%","86,6%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,GRENOBLE,134,0,134,18,"86,6%","86,6%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,CHAMBERY CHALLES LES EAUX,180,0,180,26,"85,6%","85,6%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,VALENCE ALIXAN TGV,256,0,256,37,"85,5%","85,5%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,NICE VILLE,182,0,182,29,"84,1%","84,1%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,NIMES,369,0,369,60,"83,7%","83,7%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,116,0,116,19,"83,6%","83,6%",,moins bien
2011-09,TGV,Sud-Est,PARIS LYON,PERPIGNAN,121,0,121,22,"81,8%","81,8%",,moins bien
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,ST MALO,44,0,44,1,"97,7%","97,7%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,NANTES,595,0,595,24,"96,0%","96,0%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,VANNES,173,0,173,8,"95,4%","95,4%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,QUIMPER,150,0,150,7,"95,3%","95,3%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,BORDEAUX ST JEAN,656,0,656,38,"94,2%","94,2%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,BREST,177,0,177,11,"93,8%","93,8%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,ANGERS SAINT LAUD,452,0,452,33,"92,7%","92,7%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,TOULOUSE MATABIAU,121,0,121,9,"92,6%","92,6%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,LA ROCHELLE VILLE,188,0,188,14,"92,6%","92,6%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,POITIERS,457,0,457,38,"91,7%","91,7%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,RENNES,565,0,565,49,"91,3%","91,3%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,LAVAL,242,0,242,24,"90,1%","90,1%",,mieux
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,ANGOULEME,325,0,325,39,"88,0%","88,0%",,moins bien
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,ST PIERRE DES CORPS,448,0,448,75,"83,3%","83,3%",,moins bien
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,LE MANS,475,0,475,99,"79,2%","79,2%",,moins bien
2011-09,TGV,Atlantique,PARIS MONTPARNASSE,TOURS,166,0,166,48,"71,1%","71,1%",,moins bien
2011-09,TGV,Nord,PARIS NORD,ARRAS,361,0,361,29,"92,0%","92,0%",,mieux
2011-09,TGV,Nord,PARIS NORD,LILLE,613,1,612,53,"91,2%","91,2%",,mieux
2011-09,TGV,Nord,PARIS NORD,DUNKERQUE,171,0,171,18,"89,5%","89,5%",,mieux
2011-09,TGV,Nord,PARIS NORD,DOUAI,156,0,156,24,"84,6%","84,6%",,moins bien
2011-09,TGV,Sud-Est,PERPIGNAN,PARIS LYON,129,0,129,15,"88,4%","88,4%",,mieux
2011-09,TGV,Atlantique,POITIERS,PARIS MONTPARNASSE,495,0,495,29,"94,1%","94,1%",,mieux
2011-09,TGV,Atlantique,QUIMPER,PARIS MONTPARNASSE,150,0,150,5,"96,7%","96,7%",,mieux
2011-09,TGV,Est,REIMS,PARIS EST,233,0,233,20,"91,4%","91,4%",,mieux
2011-09,TGV,Atlantique,RENNES,PARIS MONTPARNASSE,560,0,560,16,"97,1%","97,1%",,mieux
2011-09,TGV,Atlantique,RENNES,LYON PART DIEU,84,0,84,10,"88,1%","88,1%",,moins bien
2011-09,TGV,Sud-Est,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,116,0,116,11,"90,5%","90,5%",,mieux
2011-09,TGV,Atlantique,ST MALO,PARIS MONTPARNASSE,70,0,70,0,"100,0%","100,0%",,mieux
2011-09,TGV,Atlantique,ST PIERRE DES CORPS,PARIS MONTPARNASSE,459,0,459,40,"91,3%","91,3%",Un chantier long & complexe de maintenance au Nord de Tours (entrée Sud de la LGV) a généré de nombreux ralentissements pour les trains de l'OD entraînant d'importants retards. A cela s'ajoute 6 restitutions tardive de travaux en début de matinée.,mieux
2011-09,TGV,Est,STRASBOURG,NANTES,52,0,52,4,"92,3%","92,3%",,mieux
2011-09,TGV,Est,STRASBOURG,PARIS EST,506,0,506,43,"91,5%","91,5%",,mieux
2011-09,TGV,Sud-Est,TOULON,PARIS LYON,231,1,230,23,"89,6%","89,6%",,mieux
2011-09,TGV,Atlantique,TOULOUSE MATABIAU,PARIS MONTPARNASSE,115,0,115,10,"91,3%","91,3%",L'OD a été touchée par plusieurs dérangements d'installations dont un rail cassé à Poitiers le 29 (23 TGV touchés) et un défaut l'alimentation ERDF vers Châtellerault le 7 (11 TGV). Elle a également été impactée par des problèmes matériels sur un train FRET au nord de Bordeaux le 3 (20 TGV) et sur un TER vers Châtellerault le 20 (8 TGV). Par ailleurs l'OD a subi quelques événements extérieurs dont un accident de personne à Poitiers le 21 (23 TGV) et un autre à Castelsarrasin le 7 (8TGV).,mieux
2011-09,TGV,Atlantique,TOURS,PARIS MONTPARNASSE,139,0,139,5,"96,4%","96,4%",,mieux
2011-09,TGV,Sud-Est,VALENCE ALIXAN TGV,PARIS LYON,234,0,234,29,"87,6%","87,6%",,moins bien
2011-09,TGV,Atlantique,VANNES,PARIS MONTPARNASSE,171,0,171,6,"96,5%","96,5%",,mieux
2011-10,TGV,Sud-Est,AIX EN PROVENCE TGV,PARIS LYON,444,0,444,71,"84,0%","84,0%",,moins bien
2011-10,TGV,Atlantique,ANGERS SAINT LAUD,PARIS MONTPARNASSE,484,8,476,62,"85,5%","85,5%",,moins bien
2011-10,TGV,Atlantique,ANGOULEME,PARIS MONTPARNASSE,358,0,358,67,"81,3%","81,3%",,moins bien
2011-10,TGV,Sud-Est,ANNECY,PARIS LYON,200,0,200,15,"92,5%","92,5%",,mieux
2011-10,TGV,Nord,ARRAS,PARIS NORD,330,1,329,41,"87,3%","87,3%",,moins bien
2011-10,TGV,Sud-Est,AVIGNON TGV,PARIS LYON,388,2,386,56,"85,1%","85,1%",,moins bien
2011-10,TGV,Sud-Est,BELLEGARDE (AIN),PARIS LYON,263,0,263,30,"88,6%","88,6%",,mieux
2011-10,TGV,Sud-Est,BESANCON FRANCHE COMTE TGV,PARIS LYON,129,0,129,9,"93,0%","93,0%",,mieux
2011-10,TGV,Atlantique,BORDEAUX ST JEAN,PARIS MONTPARNASSE,643,4,639,103,"83,4%","83,4%",,moins bien
2011-10,TGV,Atlantique,BREST,PARIS MONTPARNASSE,183,0,183,20,"89,1%","89,1%",,mieux
2011-10,TGV,Sud-Est,CHAMBERY CHALLES LES EAUX,PARIS LYON,173,0,173,18,"89,6%","89,6%",,mieux
2011-10,TGV,Sud-Est,DIJON VILLE,PARIS LYON,398,1,397,23,"94,0%","94,0%",,mieux
2011-10,TGV,Nord,DOUAI,PARIS NORD,130,0,130,14,"89,2%","89,2%",,mieux
2011-10,TGV,Nord,DUNKERQUE,PARIS NORD,205,0,205,18,"91,2%","91,2%",,mieux
2011-10,TGV,Sud-Est,GRENOBLE,PARIS LYON,242,1,241,20,"91,3%","91,3%",,mieux
2011-10,TGV,Atlantique,LA ROCHELLE VILLE,PARIS MONTPARNASSE,144,1,143,17,"87,5%","87,5%",,moins bien
2011-10,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,233,0,233,22,"90,6%","90,6%",,mieux
2011-10,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,220,0,220,32,"85,5%","85,5%",,moins bien
2011-10,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,461,2,459,96,"78,7%","78,7%",,moins bien
2011-10,TGV,Nord,LILLE,PARIS NORD,633,3,630,55,"90,8%","90,8%",,mieux
2011-10,TGV,Nord,LILLE,LYON PART DIEU,345,2,343,33,"89,9%","89,9%",,mieux
2011-10,TGV,Nord,LILLE,MARSEILLE ST CHARLES,166,1,165,42,"74,1%","74,1%",,moins bien
2011-10,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,626,1,625,37,"93,9%","93,9%",,mieux
2011-10,TGV,Nord,LYON PART DIEU,LILLE,315,1,314,74,"76,2%","76,2%",,moins bien
2011-10,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,369,4,365,84,"76,2%","76,2%",,moins bien
2011-10,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,547,4,543,137,"74,2%","74,2%",,moins bien
2011-10,TGV,Atlantique,LYON PART DIEU,RENNES,60,0,60,30,"50,0%","50,0%",,moins bien
2011-10,TGV,Sud-Est,MACON LOCHE,PARIS LYON,186,0,186,17,"90,9%","90,9%",,mieux
2011-10,TGV,Sud-Est,MARSEILLE ST CHARLES,PARIS LYON,482,4,478,44,"90,0%","90,0%",,mieux
2011-10,TGV,Sud-Est,MARSEILLE ST CHARLES,LYON PART DIEU,553,3,550,128,"76,3%","76,3%",,moins bien
2011-10,TGV,Nord,MARSEILLE ST CHARLES,LILLE,200,0,200,59,"70,5%","70,5%",,moins bien
2011-10,TGV,Est,METZ,PARIS EST,292,1,291,18,"93,5%","93,5%",,mieux
2011-10,TGV,Sud-Est,MONTPELLIER,PARIS LYON,394,1,393,44,"88,6%","88,6%",,mieux
2011-10,TGV,Sud-Est,MONTPELLIER,LYON PART DIEU,359,2,357,72,"79,4%","79,4%",,moins bien
2011-10,TGV,Est,MULHOUSE VILLE,PARIS LYON,211,0,211,17,"91,9%","91,9%",,mieux
2011-10,TGV,Est,NANCY,PARIS EST,292,0,292,19,"93,5%","93,5%",,mieux
2011-10,TGV,Atlantique,NANTES,PARIS MONTPARNASSE,609,10,599,62,"88,2%","88,2%",,mieux
2011-10,TGV,Est,NANTES,STRASBOURG,48,3,45,9,"75,0%","75,0%",,moins bien
2011-10,TGV,Sud-Est,NICE VILLE,PARIS LYON,175,0,175,27,"84,6%","84,6%",,moins bien
2011-10,TGV,Sud-Est,NIMES,PARIS LYON,394,1,393,51,"86,8%","86,8%",,moins bien
2011-10,TGV,Est,PARIS EST,METZ,310,0,310,17,"94,5%","94,5%",,mieux
2011-10,TGV,Est,PARIS EST,NANCY,294,2,292,19,"92,9%","92,9%",,mieux
2011-10,TGV,Est,PARIS EST,REIMS,250,0,250,25,"90,0%","90,0%",,mieux
2011-10,TGV,Est,PARIS EST,STRASBOURG,500,1,499,50,"89,8%","89,8%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,DIJON VILLE,393,0,393,16,"95,9%","95,9%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,MACON LOCHE,184,1,183,9,"94,6%","94,6%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,LYON PART DIEU,647,1,646,40,"93,7%","93,7%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,BESANCON FRANCHE COMTE TGV,152,0,152,10,"93,4%","93,4%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,GRENOBLE,135,0,135,10,"92,6%","92,6%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,MARSEILLE ST CHARLES,514,1,513,41,"91,8%","91,8%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,ANNECY,205,1,204,16,"91,7%","91,7%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,VALENCE ALIXAN TGV,259,0,259,22,"91,5%","91,5%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,AIX EN PROVENCE TGV,421,0,421,40,"90,5%","90,5%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,AVIGNON TGV,395,1,394,38,"90,1%","90,1%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,MONTPELLIER,380,2,378,36,"90,0%","90,0%",,mieux
2011-10,TGV,Sud-Est,PARIS LYON,TOULON,236,0,236,30,"87,3%","87,3%",,moins bien
2011-10,TGV,Est,PARIS LYON,MULHOUSE VILLE,226,0,226,30,"86,7%","86,7%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,NIMES,374,2,372,48,"86,6%","86,6%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,207,0,207,28,"86,5%","86,5%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,BELLEGARDE (AIN),261,0,261,37,"85,8%","85,8%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,CHAMBERY CHALLES LES EAUX,203,1,202,30,"84,7%","84,7%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,NICE VILLE,156,0,156,27,"82,7%","82,7%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,119,0,119,21,"82,4%","82,4%",,moins bien
2011-10,TGV,Sud-Est,PARIS LYON,PERPIGNAN,127,0,127,33,"74,0%","74,0%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,ST MALO,36,0,36,1,"97,2%","97,2%",,mieux
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,POITIERS,454,0,454,39,"91,4%","91,4%",,mieux
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,NANTES,594,0,594,55,"90,7%","90,7%",,mieux
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,BORDEAUX ST JEAN,659,0,659,64,"90,3%","90,3%",,mieux
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,QUIMPER,171,0,171,19,"88,9%","88,9%",,mieux
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,ANGERS SAINT LAUD,452,0,452,58,"87,2%","87,2%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,VANNES,194,0,194,25,"87,1%","87,1%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,ANGOULEME,323,0,323,43,"86,7%","86,7%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,BREST,176,0,176,24,"86,4%","86,4%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,LAVAL,245,0,245,34,"86,1%","86,1%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,RENNES,555,0,555,85,"84,7%","84,7%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,LA ROCHELLE VILLE,167,0,167,27,"83,8%","83,8%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,ST PIERRE DES CORPS,444,0,444,73,"83,6%","83,6%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,LE MANS,487,0,487,106,"78,2%","78,2%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,TOURS,186,0,186,51,"72,6%","72,6%",,moins bien
2011-10,TGV,Atlantique,PARIS MONTPARNASSE,TOULOUSE MATABIAU,118,0,118,45,"61,9%","61,9%",,moins bien
2011-10,TGV,Nord,PARIS NORD,ARRAS,365,0,365,31,"91,5%","91,5%",,mieux
2011-10,TGV,Nord,PARIS NORD,DUNKERQUE,174,0,174,17,"90,2%","90,2%",,mieux
2011-10,TGV,Nord,PARIS NORD,LILLE,617,1,616,65,"89,3%","89,3%",,mieux
2011-10,TGV,Nord,PARIS NORD,DOUAI,158,0,158,24,"84,8%","84,8%",,moins bien
2011-10,TGV,Sud-Est,PERPIGNAN,PARIS LYON,135,0,135,18,"86,7%","86,7%",,moins bien
2011-10,TGV,Atlantique,POITIERS,PARIS MONTPARNASSE,503,1,502,77,"84,5%","84,5%",,moins bien
2011-10,TGV,Atlantique,QUIMPER,PARIS MONTPARNASSE,151,0,151,11,"92,7%","92,7%",,mieux
2011-10,TGV,Est,REIMS,PARIS EST,234,1,233,22,"90,2%","90,2%",,mieux
2011-10,TGV,Atlantique,RENNES,PARIS MONTPARNASSE,546,0,546,58,"89,4%","89,4%",,mieux
2011-10,TGV,Atlantique,RENNES,LYON PART DIEU,85,0,85,11,"87,1%","87,1%",,moins bien
2011-10,TGV,Sud-Est,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,116,0,116,18,"84,5%","84,5%",,moins bien
2011-10,TGV,Atlantique,ST MALO,PARIS MONTPARNASSE,73,0,73,4,"94,5%","94,5%",,mieux
2011-10,TGV,Atlantique,ST PIERRE DES CORPS,PARIS MONTPARNASSE,461,1,460,96,"79,0%","79,0%",,moins bien
2011-10,TGV,Est,STRASBOURG,PARIS EST,518,1,517,37,"92,7%","92,7%",,mieux
2011-10,TGV,Est,STRASBOURG,NANTES,52,3,49,10,"75,0%","75,0%",,moins bien
2011-10,TGV,Sud-Est,TOULON,PARIS LYON,248,0,248,29,"88,3%","88,3%",,mieux
2011-10,TGV,Atlantique,TOULOUSE MATABIAU,PARIS MONTPARNASSE,118,1,117,31,"72,9%","72,9%",,moins bien
2011-10,TGV,Atlantique,TOURS,PARIS MONTPARNASSE,162,0,162,22,"86,4%","86,4%",,moins bien
2011-10,TGV,Sud-Est,VALENCE ALIXAN TGV,PARIS LYON,238,1,237,23,"89,9%","89,9%",,mieux
2011-10,TGV,Atlantique,VANNES,PARIS MONTPARNASSE,173,0,173,17,"90,2%","90,2%",,mieux
2011-11,TGV,Sud-Est,AIX EN PROVENCE TGV,PARIS LYON,434,2,432,48,"88,5%","88,5%",,mieux
2011-11,TGV,Atlantique,ANGERS SAINT LAUD,PARIS MONTPARNASSE,467,7,460,26,"92,9%","92,9%",,mieux
2011-11,TGV,Atlantique,ANGOULEME,PARIS MONTPARNASSE,364,2,362,32,"90,7%","90,7%",,mieux
2011-11,TGV,Sud-Est,ANNECY,PARIS LYON,192,0,192,12,"93,8%","93,8%",,mieux
2011-11,TGV,Nord,ARRAS,PARIS NORD,322,0,322,25,"92,2%","92,2%",,mieux
2011-11,TGV,Sud-Est,AVIGNON TGV,PARIS LYON,377,0,377,40,"89,4%","89,4%",,mieux
2011-11,TGV,Sud-Est,BELLEGARDE (AIN),PARIS LYON,255,0,255,31,"87,8%","87,8%",,moins bien
2011-11,TGV,Sud-Est,BESANCON FRANCHE COMTE TGV,PARIS LYON,140,0,140,10,"92,9%","92,9%",,mieux
2011-11,TGV,Atlantique,BORDEAUX ST JEAN,PARIS MONTPARNASSE,646,6,640,35,"93,7%","93,7%",,mieux
2011-11,TGV,Atlantique,BREST,PARIS MONTPARNASSE,176,4,172,25,"83,5%","83,5%",,moins bien
2011-11,TGV,Sud-Est,CHAMBERY CHALLES LES EAUX,PARIS LYON,169,0,169,14,"91,7%","91,7%",,mieux
2011-11,TGV,Sud-Est,DIJON VILLE,PARIS LYON,411,1,410,20,"94,9%","94,9%",,mieux
2011-11,TGV,Nord,DOUAI,PARIS NORD,128,0,128,8,"93,8%","93,8%",,mieux
2011-11,TGV,Nord,DUNKERQUE,PARIS NORD,199,0,199,7,"96,5%","96,5%",,mieux
2011-11,TGV,Sud-Est,GRENOBLE,PARIS LYON,234,1,233,24,"89,3%","89,3%",,mieux
2011-11,TGV,Atlantique,LA ROCHELLE VILLE,PARIS MONTPARNASSE,149,0,149,12,"91,9%","91,9%",,mieux
2011-11,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,229,3,226,32,"84,7%","84,7%",,moins bien
2011-11,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,213,0,213,19,"91,1%","91,1%",,mieux
2011-11,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,454,6,448,105,"75,6%","75,6%",,moins bien
2011-11,TGV,Nord,LILLE,PARIS NORD,612,0,612,34,"94,4%","94,4%",,mieux
2011-11,TGV,Nord,LILLE,LYON PART DIEU,338,0,338,33,"90,2%","90,2%",,mieux
2011-11,TGV,Nord,LILLE,MARSEILLE ST CHARLES,164,0,164,33,"79,9%","79,9%",,moins bien
2011-11,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,606,0,606,41,"93,2%","93,2%",,mieux
2011-11,TGV,Nord,LYON PART DIEU,LILLE,308,1,307,52,"82,8%","82,8%",,moins bien
2011-11,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,359,1,358,66,"81,3%","81,3%",,moins bien
2011-11,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,548,0,548,115,"79,0%","79,0%",,moins bien
2011-11,TGV,Atlantique,LYON PART DIEU,RENNES,65,0,65,21,"67,7%","67,7%",,moins bien
2011-11,TGV,Sud-Est,MACON LOCHE,PARIS LYON,179,1,178,4,"97,2%","97,2%",,mieux
2011-11,TGV,Sud-Est,MARSEILLE ST CHARLES,PARIS LYON,474,0,474,31,"93,5%","93,5%",,mieux
2011-11,TGV,Sud-Est,MARSEILLE ST CHARLES,LYON PART DIEU,541,0,541,89,"83,5%","83,5%",,moins bien
